startSeconds,durationSeconds,cpuPercent,cumulativeCPUSeconds,memoryMiB
39.262398625,1.000579291,1.407288182,34.884834666,275.7828140258789
40.262977916,0.99924725,3.23578706,34.917159208,271.7359390258789
41.262225166,1.001474959,1.510958902,34.932295541,271.7359390258789
42.263700125,0.999558291,1.834543207,34.95063125,272.0796890258789
43.263258416,1.004963334,2.173254958,34.972468833,271.9234390258789
44.26822175,0.9996235,5.947968016,35.031927041,271.6265640258789
45.26784525,1.010396791,2.082914684,35.052971832,271.5953140258789
46.278242041,1.004906542,1.347271884,35.066509166,271.5953140258789
47.283148583,0.999313083,1.350008055,35.080000458,271.5953140258789
48.282461666,1.000297834,1.324703731,35.093251125,271.5953140258789
49.2827595,1.000104958,1.340035716,35.106652916,271.5953140258789
50.282864458,0.998985583,1.442871427,35.121068125,271.5640640258789
51.281850041,1.00697625,1.81390233,35.139331582,271.6109390258789
52.288826291,0.993033792,1.590695978,35.155125666,271.6109390258789
53.281860083,1.011600542,4.276830081,35.198395083,271.6265640258789
54.293460625,1.007776083,1.440270537,35.2129065,271.6265640258789
55.301236708,0.99730675,1.368813474,35.226558457,271.6265640258789
56.298543458,1.001365917,1.764378383,35.244228583,271.6421890258789
57.299909375,0.993115958,1.556815409,35.259686499,271.6421890258789
58.293025333,1.0060175,1.803469518,35.277834416,271.6421890258789
59.299042833,1.013192833,4.894333411,35.327416999,306.7984390258789
60.312235666,1.002112459,1.674145536,35.344189041,275.5328140258789
61.314348125,1.004524375,1.834806175,35.362620458,275.4859390258789
62.3188725,1.004458125,1.385853602,35.376539833,275.4859390258789
63.323330625,0.994261333,20.227265191,35.577607749,275.4859390258789
64.317591958,1.002582333,1.372600289,35.591374875,275.4859390258789
65.320174291,0.999749959,1.43278408,35.605696999,275.4859390258789
66.31992425,0.993926958,1.764767743,35.623238208,275.5015640258789
67.313851208,1.008232583,2.81956702,35.651656624,275.5640640258789
68.322083791,1.003278334,1.586819955,35.667579791,275.5640640258789
69.325362125,1.008113666,1.380521556,35.681498375,271.5640640258789
70.333475791,1.005886792,1.335261384,35.694926124,271.5640640258789
71.339362583,0.99795175,1.696336418,35.711853458,271.5484390258789
72.337314333,0.998641583,1.34056219,35.725241666,271.5484390258789
73.335955916,0.996315209,1.44938046,35.739681916,271.5484390258789
74.332271125,1.004002083,2.978355039,35.769584958,271.5484390258789
75.336273208,0.999750042,4.298836739,35.812559999,306.8140640258789
76.33602325,0.999000208,1.83687763,35.830907541,275.5484390258789
77.335023458,1.002217625,1.718283755,35.848131583,275.6109390258789
78.337241083,1.00600375,1.90372217,35.867278916,275.6421890258789
79.343244833,0.99764375,1.444853209,35.881696875,275.6421890258789
80.340888583,1.002003375,1.460320101,35.896324624,275.6421890258789
81.342891958,1.008642375,2.042591252,35.91692575,275.6109390258789
82.351534333,1.007145792,1.597124413,35.933010374,275.6109390258789
83.358680125,1.001793625,1.58593589,35.948899041,275.6109390258789
84.36047375,1.009800291,1.300660665,35.962032332,275.6109390258789
85.370274041,1.00252525,1.350806062,35.975574541,271.6109390258789
86.372799291,0.996657459,1.789206382,35.99340375,271.6265640258789
87.36945675,1.01162425,1.314995838,36.006706958,271.6265640258789
88.381081,1.0100855,1.291385717,36.019749166,271.6265640258789
89.3911665,0.9973105,2.831063115,36.047986416,271.6421890258789
90.388477,0.99902125,1.597561314,36.06394575,271.6421890258789
91.38749825,1.002167291,1.859686753,36.082583791,271.6265640258789
92.389665541,0.996755209,1.386936652,36.096407666,271.6265640258789
93.38642075,1.007260125,26.213408641,36.360415749,271.6421890258789
94.393680875,0.991033625,1.485679462,36.375140749,271.6421890258789
95.3847145,1.005342916,1.425069897,36.389468416,271.6421890258789
96.390057416,1.003792667,1.798019679,36.407514708,271.6265640258789
97.393850083,1.006195167,2.027900036,36.427919499,271.6265640258789
98.40004525,1.007782958,1.558927366,36.44362775,271.6265640258789
99.407828208,1.000787875,1.357763817,36.457218124,271.6265640258789
100.408616083,0.994873917,6.777363952,36.524641916,271.6421890258789
101.40349,1.003351541,1.85699332,36.543273,271.5953140258789
102.406841541,0.999966792,1.658064803,36.559853333,271.5953140258789
103.406808333,1.004944,1.790239166,36.577840582,271.6265640258789
104.411752333,0.993885,2.750281155,36.605171666,271.6265640258789
105.405637333,1.008658667,1.562424087,36.620929666,271.6265640258789
106.414296,0.994479625,1.570074575,36.636542833,271.6265640258789
107.408775625,0.995915708,1.352276237,36.650010125,271.6265640258789
108.404691333,0.997593375,1.302536654,36.663006458,271.6265640258789
109.402284708,1.001825875,1.384954045,36.676880249,271.6265640258789
110.404110583,1.020583583,1.344623909,36.690575499,271.6265640258789
111.424694166,1.0014115,1.867034802,36.709298124,271.6265640258789
112.426105666,1.002225625,1.447264855,36.723788791,271.6421890258789
113.428331291,1.000443,1.589426832,36.739713624,271.6421890258789
114.428774291,1.002495,1.354616132,36.753293583,271.6421890258789
115.431269291,0.997645459,1.377088088,36.767026291,271.6421890258789
116.42891475,1.015242833,1.832134108,36.785633958,271.6265640258789
117.444157583,1.001079917,1.375859123,36.799406583,271.6265640258789
118.4452375,0.994940083,1.382286221,36.813157124,271.6265640258789
119.440177583,1.005025333,4.423927931,36.857612291,306.9078140258789
120.445202916,1.000239084,1.565623997,36.873275999,275.6421890258789
121.445442,1.001573875,1.744602691,36.890749957,275.6109390258789
122.447015875,0.997499208,1.370131564,36.904414375,275.6109390258789
123.444515083,1.000220083,26.218170675,37.166664249,275.6265640258789
124.444735166,1.003073417,1.375018444,37.180456124,275.6265640258789
125.447808583,1.013156125,1.409232753,37.194734583,275.6265640258789
126.460964708,1.006182625,1.547032179,37.210295499,275.6109390258789
127.467147333,1.004198667,2.049724658,37.230882708,275.6109390258789
128.471346,1.003826541,1.602116024,37.246963499,275.6109390258789
129.475172541,1.002068334,1.716080005,37.264162499,271.6265640258789
130.477240875,0.998886291,1.339480565,37.277537333,271.6265640258789
131.476127166,1.000107417,1.77291202,37.295273208,271.6265640258789
132.476234583,1.000721333,1.347406971,37.308753624,271.6265640258789
133.476955916,1.005216667,1.301956428,37.321841541,271.6265640258789
134.482172583,0.997452,2.738939544,37.349161833,271.6265640258789
135.479624583,0.998242208,1.508694092,37.364222583,271.6265640258789
136.477866791,1.001163167,1.767584014,37.381920624,271.5796890258789
137.479029958,0.999131375,1.323347815,37.395140207,271.5796890258789
138.478161333,1.008570542,1.311911091,37.408370791,271.5796890258789
139.486731875,0.99997575,1.344152211,37.421813375,271.5796890258789
140.486707625,1.000691416,1.378434119,37.435606166,271.5796890258789
141.487399041,1.005002459,1.854929566,37.454245333,271.6109390258789
142.4924015,0.998886083,1.294441663,37.467176624,271.6109390258789
143.491287583,1.001360917,1.56006683,37.482798166,271.6109390258789
144.4926485,0.99948,1.367260396,37.496462416,271.6109390258789
145.4921285,1.003814541,1.350943195,37.510021333,271.6109390258789
146.495943041,0.999192584,1.888566393,37.528891624,271.6265640258789
147.495135625,0.99517375,1.372199055,37.542547749,271.6265640258789
148.490309375,1.001933208,1.318104318,37.555755207,271.6265640258789
149.492242583,1.000179708,2.815619641,37.583917457,271.6265640258789
150.492422291,1.009575,1.470361997,37.598759291,271.6265640258789
151.501997291,1.006137584,1.346929791,37.61231125,271.5953140258789
152.508134875,1.001783958,1.841951444,37.630761875,271.6109390258789
153.509918833,1.001396042,26.149708531,37.892646499,271.6265640258789
154.511314875,0.997962833,5.941894678,37.951940666,271.6734390258789
155.509277708,0.999612083,1.739970342,37.969330208,271.6734390258789
156.508889791,1.009192292,1.352332452,37.982979624,271.6734390258789
157.518082083,1.001188583,19.32266187,38.176414541,271.9234390258789
158.519270666,1.000913834,104.15735573,39.219095291,272.0171890258789
159.5201845,1.007050333,4.395521313,39.263352916,272.0171890258789
160.527234833,0.993403083,3.03918789,39.293545333,272.0171890258789
161.520637916,1.011130709,2.264311087,39.316441458,271.9078140258789
162.531768625,0.995683,2.63520022,39.342676958,271.6734390258789
163.527451625,1.003454166,1.745775588,39.360195624,271.5015640258789
164.530905791,1.0006645,4.210904332,39.402320374,306.7671890258789
165.531570291,0.997828875,1.541143509,39.417700416,275.5015640258789
166.529399166,0.996943417,1.421975319,39.431875832,275.5015640258789
167.526342583,1.0045055,1.878149455,39.450742125,275.5015640258789
168.530848083,1.005757708,1.365690876,39.464477083,275.5015640258789
169.536605791,1.005838417,1.360767462,39.478163791,275.5015640258789
170.542444208,0.999938167,1.910892305,39.497270249,275.5015640258789
171.542382375,1.006217,1.510587515,39.512471125,275.5015640258789
172.548599375,0.998578375,1.801082277,39.530452374,275.4546890258789
173.54717775,1.002327708,1.5595642,39.546084541,275.4546890258789
174.549505458,1.003563167,1.336415111,39.559495333,271.4546890258789
175.553068625,1.002499125,1.337401749,39.572903374,271.4546890258789
176.55556775,1.002123541,1.405851726,39.586990416,271.4546890258789
177.557691291,1.000735625,1.842041232,39.605424791,271.4078140258789
178.558426916,1.004805375,1.610592014,39.621605958,271.4234390258789
179.563232291,0.993694042,2.985009196,39.651271457,271.4546890258789
180.556926333,1.015221751,1.433598896,39.665623832,271.4546890258789
